backend_step_index,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system,physical_jacobian_11,physical_jacobian_12,physical_jacobian_13,physical_jacobian_21,physical_jacobian_22,physical_jacobian_23,physical_jacobian_31,physical_jacobian_32,physical_jacobian_33
40,-7.18619997753698048e+00,5.55815235638882665e+00,-1.67676846825769665e+01,1.43664964998022215e+00,2.02358714388443406e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.57871739661429469e-03,6.28953196210426399e-04,-2.57871739661429469e-03,-6.28953196210426399e-04,-5.41636761114603488e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11282695611022986e-04,-6.07099572941504046e+06,1.80752346401807216e+02,1.02422423517669530e-12,-5.08607728935798337e-03,4.56262994330690207e-10,-2.75986389587933239e-09,-6.85244406800285066e+00,-1.71156937418618178e-06
41,-7.17583241548685358e+00,5.56846090124762672e+00,-1.67573293922206723e+01,1.43667685584949867e+00,8.90217009553331254e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.57472882981602110e-03,6.19929987835719765e-04,-2.57472882981602110e-03,-6.19929987835719765e-04,-5.49809206949306278e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11301745717000812e-04,-6.07090113291348424e+06,1.82630968443903583e+02,1.02430402279139453e-12,-5.08623582229622909e-03,4.60997911457081499e-10,-2.76007885856009748e-09,-6.85265745876024202e+00,-1.72929856811463511e-06
42,-7.16546485343672579e+00,5.57876959796521632e+00,-1.67469739873479533e+01,1.43670406205284285e+00,7.44922516889346864e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.57064558806005842e-03,6.10587940233349512e-04,-2.57064558806005842e-03,-6.10587940233349512e-04,-5.58170991035537249e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11320781197883341e-04,-6.07080661345199402e+06,1.84529139087217743e+02,1.02438377677239227e-12,-5.08639417420100274e-03,4.65782030618132182e-10,-2.76029379502277418e-09,-6.85287100540693217e+00,-1.74721175676806815e-06
43,-7.15509729138659800e+00,5.58907829468280593e+00,-1.67366185824752343e+01,1.43673126825618702e+00,7.42209763466422863e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.56646388911371771e-03,6.00905318827092867e-04,-2.56646388911371771e-03,-6.00905318827092867e-04,-5.66729885515015889e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11339817271516436e-04,-6.07071209546210151e+06,1.86447038322138127e+02,1.02446353497511224e-12,-5.08655253597123814e-03,4.70615798151942212e-10,-2.76050873750929112e-09,-6.85308453211038326e+00,-1.76531049969401637e-06
44,-7.14472972933647110e+00,5.59938685745477205e+00,-1.67262632858030962e+01,1.43675847415225366e+00,2.55046055301238449e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.56217964540971215e-03,5.90858040207204631e-04,-2.56217964540971215e-03,-5.90858040207204631e-04,-5.75494209468349312e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11358864430891881e-04,-6.07061752684768382e+06,1.88384849197324087e+02,1.02454332341633050e-12,-5.08671103945919443e-03,4.75499669686350110e-10,-2.76072370776914987e-09,-6.85329791642441943e+00,-1.78359639768907837e-06
45,-7.13436216728634331e+00,5.60969542022673817e+00,-1.67159079891309581e+01,1.43678568004832030e+00,8.90287895930391210e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.55778822951365252e-03,5.80419336926228440e-04,-2.55778822951365252e-03,-5.80419336926228440e-04,-5.84473077684405850e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11377912183708639e-04,-6.07052295970643964e+06,1.90342800435273205e+02,1.02462311608390168e-12,-5.08686955282071362e-03,4.80434224179682161e-10,-2.76093868405674942e-09,-6.85351128079026140e+00,-1.80207170729314290e-06
46,-7.12399460523621553e+00,5.62000413485282024e+00,-1.67055525779442036e+01,1.43681288627844683e+00,6.74746827782261357e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.55328463994787969e-03,5.69559229239925083e-04,-2.55328463994787969e-03,-5.69559229239925083e-04,-5.93676289306028040e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11396945310481205e-04,-6.07042846959393565e+06,1.92321125779256334e+02,1.02470287510802533e-12,-5.08702788513614411e-03,4.85420055271393928e-10,-2.76115363411716283e-09,-6.85372480106020721e+00,-1.82073875516564647e-06
47,-7.11362704318608774e+00,5.63031284947890232e+00,-1.66951971667574490e+01,1.43684009250857336e+00,7.42335455779626709e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.54866382027675586e-03,5.58243619022686017e-04,-2.54866382027675586e-03,-5.58243619022686017e-04,-6.03114164956118507e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11415979029783702e-04,-6.07033398095220700e+06,1.94320012821174089e+02,1.02478263835309050e-12,-5.08718622731337087e-03,4.90457628121761070e-10,-2.76136859020030228e-09,-6.85393830139432936e+00,-1.83959916647516185e-06
48,-7.10325948113596084e+00,5.64062143015466866e+00,-1.66848418637730980e+01,1.43686729843141547e+00,5.20845821203822361e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.54392027298739557e-03,5.46433892687304859e-04,-2.54392027298739557e-03,-5.46433892687304859e-04,-6.12797843707120005e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11435023837085317e-04,-6.07023944168256782e+06,1.96339652339275347e+02,1.02486243184699835e-12,-5.08734471123547041e-03,4.95547417568874298e-10,-2.76158357406552682e-09,-6.85415165931917425e+00,-1.85865460935748906e-06
49,-7.09289191908583305e+00,5.65093001083043500e+00,-1.66744865607887469e+01,1.43689450435425758e+00,8.90358412525926089e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.53904779543152577e-03,5.34086057612012080e-04,-2.53904779543152577e-03,-5.34086057612012080e-04,-6.22739590837378672e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11454069237607608e-04,-6.07014490388528164e+06,1.98380282715311694e+02,1.02494222956647838e-12,-5.08750320502746566e-03,5.00690026984794198e-10,-2.76179856395737630e-09,-6.85436499730323856e+00,-1.87790743535708222e-06
50,-7.08252435703570526e+00,5.66123874335564636e+00,-1.66641311432915771e+01,1.43692171061115226e+00,1.64494089096275538e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.53403963128089136e-03,5.21149549225606449e-04,-2.53403963128089136e-03,-5.21149549225606449e-04,-6.32952715279236767e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11473100011140501e-04,-6.07005044310539216e+06,2.00442147562763807e+02,1.02502199363277557e-12,-5.08766151776080412e-03,5.05886075038030443e-10,-2.76201352761295514e-09,-6.85457849120617446e+00,-1.89736006907295127e-06
51,-7.07215679498557748e+00,5.67154747588085772e+00,-1.66537757257944072e+01,1.43694891686804693e+00,7.42461175820575188e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.52888877521237516e-03,5.07565415470386579e-04,-2.52888877521237516e-03,-5.07565415470386579e-04,-6.43451435508562010e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11492131376983666e-04,-6.06995598379545752e+06,2.02525442396054416e+02,1.02510176191923313e-12,-5.08781984035227165e-03,5.11136046504793441e-10,-2.76222849729014496e-09,-6.85479196518069234e+00,-1.91701420405592481e-06
52,-7.06178923293545058e+00,5.68185607445106466e+00,-1.66434204165014634e+01,1.43697612281764964e+00,2.80471521280909675e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.52358754399640336e-03,4.93264720013977679e-04,-2.52358754399640336e-03,-4.93264720013977679e-04,-6.54251262134641692e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11511173833080655e-04,-6.06986147385423724e+06,2.04630366049374089e+02,1.02518156046487697e-12,-5.08797830471575344e-03,5.16440436243399700e-10,-2.76244349475815739e-09,-6.85500529672607684e+00,-1.93687157861380842e-06
53,-7.05142167088532279e+00,5.69216467302127160e+00,-1.66330651072085196e+01,1.43700332876725234e+00,8.90429159985100023e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.51812726144454374e-03,4.78165996968750895e-04,-2.51812726144454374e-03,-4.78165996968750895e-04,-6.65369407581852131e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11530216882178227e-04,-6.06976696538454574e+06,2.06757166971711456e+02,1.02526136323531206e-12,-5.08813677894546460e-03,5.21799873069164056e-10,-2.76265849825168139e-09,-6.85521860833808816e+00,-1.95693464329563297e-06
54,-7.04105410883519500e+00,5.70247342343625796e+00,-1.66227096834045547e+01,1.43703053505090073e+00,6.17270102203224316e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.51249837326961633e-03,4.62171738236291641e-04,-2.51249837326961633e-03,-4.62171738236291641e-04,-6.76824776792808269e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11549245303340109e-04,-6.06967253392092511e+06,2.08906099063590972e+02,1.02534113234282554e-12,-5.08829507210393529e-03,5.27215001734963383e-10,-2.76287347549984856e-09,-6.85543207588375392e+00,-1.97720592476285586e-06
55,-7.03068654678506810e+00,5.71278217385124432e+00,-1.66123542596005898e+01,1.43705774133454911e+00,7.42586748870016756e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.50669071068463723e-03,4.45163205508595486e-04,-2.50669071068463723e-03,-4.45163205508595486e-04,-6.88637915252008920e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11568274316591953e-04,-6.06957810392643977e+06,2.11077366096518205e+02,1.02542090566971887e-12,-5.08845337511686872e-03,5.32686327460178259e-10,-2.76308845876851417e-09,-6.85564552350840906e+00,-1.99768718782598561e-06
56,-7.02031898473494032e+00,5.72309079030654022e+00,-1.66019989440026734e+01,1.43708494731089775e+00,3.10600769054397677e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.50069297964543649e-03,4.26993897427505433e-04,-2.50069297964543649e-03,-4.26993897427505433e-04,-7.00831555304345867e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11587314422352112e-04,-6.06948362329729553e+06,2.13271175300793232e+02,1.02550070926614066e-12,-5.08861181992894922e-03,5.38214365967475254e-10,-2.76330346983673575e-09,-6.85585882868407204e+00,-2.01838024391680097e-06
57,-7.00995142268481253e+00,5.73339940676183613e+00,-1.65916436284047570e+01,1.43711215328724640e+00,8.90499943929348844e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.49449234500305570e-03,4.07479427614755162e-04,-2.49449234500305570e-03,-4.07479427614755162e-04,-7.13431227365134905e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11606355120892760e-04,-6.06938914413886145e+06,2.15487785617824528e+02,1.02558051708657438e-12,-5.08877027460359621e-03,5.43799772588361081e-10,-2.76351848692935800e-09,-6.85607211393376659e+00,-2.03928764675734696e-06
58,-6.99958386063468474e+00,5.74370817505724762e+00,-1.65812881982976172e+01,1.43713935959763384e+00,6.06536900179429970e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.48807445135932562e-03,3.86382076434714516e-04,-2.48807445135932562e-03,-3.86382076434714516e-04,-7.26465438695680942e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11625381190551102e-04,-6.06929474197517801e+06,2.17727461669579611e+02,1.02566029123434652e-12,-5.08892854819441211e-03,5.49443219259889028e-10,-2.76373347776753561e-09,-6.85628555513190019e+00,-2.06041202936796309e-06
59,-6.98921629858455784e+00,5.75401694335265912e+00,-1.65709327681904774e+01,1.43716656590802128e+00,7.42712389639942532e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.48142357320858689e-03,3.63385728714854712e-04,-2.48142357320858689e-03,-3.63385728714854712e-04,-7.39965848301749247e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11644407852079313e-04,-6.06920034127980471e+06,2.19990415833374385e+02,1.02574006960071857e-12,-5.08908683163603222e-03,5.55145232506731494e-10,-2.76394847462509867e-09,-6.85649897641642259e+00,-2.08175523081733993e-06
60,-6.97884873653443005e+00,5.76432557768369946e+00,-1.65605774462912052e+01,1.43719377191110165e+00,4.59800436530674669e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.47452192010470286e-03,3.38054486141365674e-04,-2.47452192010470286e-03,-3.38054486141365674e-04,-7.53968181441626198e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11663445608370110e-04,-6.06910588994640671e+06,2.22276864090203134e+02,1.02581987824696309e-12,-5.08924525690392440e-03,5.60906349795625647e-10,-2.76416349929095854e-09,-6.85671225523210293e+00,-2.10331913873740276e-06
61,-6.96848117448430227e+00,5.77463421201473981e+00,-1.65502221243919330e+01,1.43722097791418202e+00,8.90570512661724372e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.46734898466325226e-03,3.09756468314230393e-04,-2.46734898466325226e-03,-3.09756468314230393e-04,-7.68513313075805805e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11682483957221197e-04,-6.06901144008290023e+06,2.24587076316981808e+02,1.02589969111643982e-12,-5.08940369203072021e-03,5.66727254092452215e-10,-2.76437852998010650e-09,-6.85692551412921514e+00,-2.12510641436714682e-06
62,-6.95811361243417537e+00,5.78494299818123547e+00,-1.65398666879852314e+01,1.43724818425129386e+00,5.25546313092511359e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.45988129828975544e-03,2.77510388798290889e-04,-2.45988129828975544e-03,-2.77510388798290889e-04,-7.83647976959409584e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11701507676244336e-04,-6.06891706720282510e+06,2.26921328309827203e+02,1.02597947030351661e-12,-5.08956194606110905e-03,5.72608645664624126e-10,-2.76459353440572077e-09,-6.85713892898953326e+00,-2.14711980156310188e-06
63,-6.94774605038404758e+00,5.79525178434773114e+00,-1.65295112515785299e+01,1.43727539058840570e+00,7.42838004527227838e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.45209223943992048e-03,2.39628105717647964e-04,-2.45209223943992048e-03,-2.39628105717647964e-04,-7.99425624262497365e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11720531986917251e-04,-6.06882269579024240e+06,2.29279841415357112e+02,1.02605925370841340e-12,-5.08972020993864530e-03,5.78551073240585456e-10,-2.76480854484960876e-09,-6.85735232394363781e+00,-2.16936121677681885e-06
64,-6.93737848833391979e+00,5.80556043654517939e+00,-1.65191559233815113e+01,1.43730259661820337e+00,4.58004412980181671e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.44395082901219165e-03,1.92672469091668031e-04,-2.44395082901219165e-03,-1.92672469091668031e-04,-8.15908357666847482e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11739567394606700e-04,-6.06872827373627201e+06,2.31662840734804263e+02,1.02613906740352846e-12,-5.08987861566957342e-03,5.84555096947957779e-10,-2.76502358311053603e-09,-6.85756557640905395e+00,-2.19183262704595303e-06
65,-6.92701092628379200e+00,5.81586908874262765e+00,-1.65088005951844927e+01,1.43732980264800103e+00,8.90641302045123868e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.43542038624664208e-03,1.26692343831387135e-04,-2.43542038624664208e-03,-1.26692343831387135e-04,-8.33169398962746227e-04,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.11758603394636563e-04,-6.06863385315136984e+06,2.34070607542406208e+02,1.02621888532109682e-12,-5.09003703125574837e-03,5.90621428552332117e-10,-2.76523862739363925e-09,-6.85777880896329162e+00,-2.21453680565328362e-06
66,-6.91664336423366510e+00,5.82617789277087095e+00,-1.64984451524818461e+01,1.43735700901182262e+00,3.37603436474217652e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-8.51295594030217228e-04,0.00000000000000000e+00,-2.34984795318546064e-03,0.00000000000000000e+00,-2.50306681989307701e-03,0.00000000000000000e+00,three_real,stable,teuchos_lapack_geev,physical_ode_state,-6.11777624763890342e-04,-6.06853950953859929e+06,2.36503429280269415e+02,1.02629866954652002e-12,-5.09019526573291185e-03,5.96750797845990850e-10,-2.76545364540411433e-09,-6.85799219749552424e+00,-2.23747661195731254e-06
67,-6.90627580218353732e+00,5.83648669679911425e+00,-1.64880897097791994e+01,1.43738421537564420e+00,7.42963687562039682e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-8.70390781691470308e-04,0.00000000000000000e+00,-2.24751917494159714e-03,0.00000000000000000e+00,-2.58650085418812023e-03,0.00000000000000000e+00,three_real,stable,teuchos_lapack_geev,physical_ode_state,-6.11796646724574022e-04,-6.06844516739250254e+06,2.38961536643143262e+02,1.02637845798898369e-12,-5.09035351005356421e-03,6.02943776697524391e-10,-2.76566866943175183e-09,-6.85820556612893650e+00,-2.26065404304862992e-06
68,-6.89590824013340953e+00,5.84679536685364099e+00,-1.64777343752880441e+01,1.43741142143214451e+00,3.20844847192691869e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-8.90581506854713247e-04,0.00000000000000000e+00,-2.17759849929760260e-03,0.00000000000000000e+00,-2.63643164103566493e-03,0.00000000000000000e+00,three_real,stable,teuchos_lapack_geev,physical_ode_state,-6.11815679784528726e-04,-6.06835077460165508e+06,2.41445164237626244e+02,1.02645827673201509e-12,-5.09051189625474038e-03,6.09200948850910284e-10,-2.76588372128517273e-09,-6.85841879225380158e+00,-2.28407114871106788e-06
69,-6.88554067808328263e+00,5.85710403690816772e+00,-1.64673790407968887e+01,1.43743862748864482e+00,8.90712072247679149e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-9.12025101771444472e-04,0.00000000000000000e+00,-2.11761656859453572e-03,0.00000000000000000e+00,-2.67517106619711599e-03,0.00000000000000000e+00,three_real,stable,teuchos_lapack_geev,physical_ode_state,-6.11834713436603967e-04,-6.06825638327905629e+06,2.43954605216617608e+02,1.02653809969672006e-12,-5.09067029230750399e-03,6.15523056085930382e-10,-2.76609877915965867e-09,-6.85863199847488048e+00,-2.30773081898862439e-06
70,-6.87517311603315484e+00,5.86741285878883190e+00,-1.64570235918019065e+01,1.43746583387916171e+00,2.25144361059973558e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-9.34920613958841991e-04,0.00000000000000000e+00,-2.06232617194795258e-03,0.00000000000000000e+00,-2.70776708982240757e-03,0.00000000000000000e+00,three_real,stable,teuchos_lapack_geev,physical_ode_state,-6.11853732456954557e-04,-6.06816206891729310e+06,2.46490159160018891e+02,1.02661788895953446e-12,-5.09082850723864902e-03,6.21910858964614182e-10,-2.76631381075242287e-09,-6.85884536068874695e+00,-2.33163603360397896e-06
