backend_step_index,T,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,hopf_frequency,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system
58,2.01000000000000000e+02,-5.04631742355776503e+00,8.85650949007914079e+00,-1.62959565804350781e+01,1.53935600933846795e+00,2.04744521592339277e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.03355644303167855e-03,8.71420734589690646e-10,1.03348743342529916e-03,8.71420734589690646e-10,-1.03348743342529916e-03,-9.28427463021744216e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
59,2.00500000000000000e+02,-5.08651561173677003e+00,8.84160825944506712e+00,-1.63686600705436192e+01,1.54067125695161833e+00,2.00409035886907832e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,9.95492854848721706e-04,8.77793602046964341e-10,9.95420022055580134e-04,8.77793602046964341e-10,-9.95420022055580134e-04,-8.94211877102370233e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
60,2.00000000000000000e+02,-5.12690600928200002e+00,8.82666185275548720e+00,-1.64417218119954924e+01,1.54197686088378516e+00,1.96139335641460539e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,9.58636676483084625e-04,8.82681707646505373e-10,9.58560072724641641e-04,8.82681707646505373e-10,-9.58560072724641641e-04,-8.61080400219485335e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
61,1.99500000000000000e+02,-5.16748965627138013e+00,8.81166931089030392e+00,-1.65151444526945461e+01,1.54327278586980676e+00,1.91928007878317058e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,9.22956873285743691e-04,8.86157571015335974e-10,9.22876561075792806e-04,8.86157571015335974e-10,-9.22876561075792806e-04,-8.29005301330578825e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
62,1.99000000000000000e+02,-5.20826761488084777e+00,8.79662969529645622e+00,-1.65889306622029977e+01,1.54455899613557479e+00,1.87770198014823801e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.88422949271401759e-04,8.88291601245424361e-10,8.88339001009163273e-04,8.88291601245424361e-10,-8.88339001009163273e-04,-7.97959321961085283e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
63,1.98500000000000000e+02,-5.24924096864318290e+00,8.78154208726165564e+00,-1.66630831317962844e+01,1.54583545538835754e+00,1.83654109736878042e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.55004948258467328e-04,8.89151602904069902e-10,8.54917445610589946e-04,8.89151602904069902e-10,-8.54917445610589946e-04,-7.67915677606668999e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
64,1.98000000000000000e+02,-5.29041082168024701e+00,8.76640558727773644e+00,-1.67376045744689215e+01,1.54710212680712500e+00,1.79602538065110733e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.22673454007364908e-04,8.88803577882724821e-10,8.22582487452751319e-04,8.88803577882724821e-10,-8.22582487452751319e-04,-7.38848058543255053e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
65,1.97500000000000000e+02,-5.33177829797589986e+00,8.75121931442491174e+00,-1.68124977249594814e+01,1.54835897303265058e+00,1.75603102729738817e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.91399590013471704e-04,8.87310631979103259e-10,7.91305258284364017e-04,8.87310631979103259e-10,-7.91305258284364017e-04,-7.10730630076411639e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
66,1.97000000000000000e+02,-5.37334454059241384e+00,8.73598240587066144e+00,-1.68877653396994276e+01,1.54960595615769714e+00,1.71656963939865255e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.61155018470100571e-04,8.84734117619166011e-10,7.61057428183094763e-04,8.84734117619166011e-10,-7.61057428183094763e-04,-6.83538032276814604e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
67,1.96500000000000000e+02,-5.41511071092777740e+00,8.72069401638575492e+00,-1.69634101967828030e+01,1.55084303771696663e+00,1.67758945463512987e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.31911939015755472e-04,8.81132652979415079e-10,7.31811204173527657e-04,8.81132652979415079e-10,-7.31811204173527657e-04,-6.57245379226475079e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
68,1.96000000000000000e+02,-5.45707798790835508e+00,8.70535331798015655e+00,-1.70394350958524754e+01,1.55207017867715180e+00,1.63927988356338610e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.03643086809365250e-04,8.76563260887065765e-10,7.03539328382203470e-04,8.76563260887065765e-10,-7.03539328382203470e-04,-6.31828257818637393e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
69,1.95500000000000000e+02,-5.49924756719962282e+00,8.68995949957521141e+00,-1.71158428579860171e+01,1.55328733942681896e+00,1.60143142590296148e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.76321730363338511e-04,8.71081078064129058e-10,6.76215075733587996e-04,8.71081078064129058e-10,-6.76215075733587996e-04,-6.07262726134028463e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
70,1.95000000000000000e+02,-5.54162066040629853e+00,8.67451176673745117e+00,-1.71926363255546271e+01,1.55449447976619726e+00,1.56421472042902974e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.49921668527233382e-04,8.64738715515892507e-10,6.49812251228237803e-04,8.64738715515892507e-10,-6.49812251228237803e-04,-5.83525311425378969e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
71,1.94500000000000000e+02,-5.58419849420967118e+00,8.65900934152663915e+00,-1.72698183620013346e+01,1.55569155889705923e+00,1.52746903297032909e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.24417227619667521e-04,8.57587029303797169e-10,6.24305186848182563e-04,8.57587029303797169e-10,-6.24305186848182563e-04,-5.60593007741868200e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
72,1.94000000000000000e+02,-5.62698230949877232e+00,8.64345146239715767e+00,-1.73473918515986547e+01,1.55687853541248566e+00,1.49123134468099140e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.99783257808229084e-04,8.49674906022485250e-10,5.99668738097555547e-04,8.49674906022485250e-10,-5.99668738097555547e-04,-5.38443273213904945e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
73,1.93500000000000000e+02,-5.66997336045083333e+00,8.62783738419738278e+00,-1.74253596991397828e+01,1.55805536728666660e+00,1.45567732326170100e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.75995129351512618e-04,8.41049531302468130e-10,5.75878280217748031e-04,8.41049531302468130e-10,-5.75878280217748031e-04,-5.17054027026231594e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
74,1.93000000000000000e+02,-5.71317291358293300e+00,8.61216637824336217e+00,-1.75037248295863073e+01,1.55922201186466269e+00,1.42050155668687096e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.53028728645344153e-04,8.31756220586496019e-10,5.52909704094268540e-04,8.31756220586496019e-10,-5.52909704094268540e-04,-4.96403646100181573e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
75,1.92500000000000000e+02,-5.75658224674610874e+00,8.59643773249155885e+00,-1.75824901876463819e+01,1.56037842585220843e+00,1.38591430890148911e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.30860453570865406e-04,8.21838465519858421e-10,5.30739411884621694e-04,8.21838465519858421e-10,-5.30739411884621694e-04,-4.76470961508456672e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
76,1.92000000000000000e+02,-5.80020264806894037e+00,8.58065075180541470e+00,-1.76616587372878939e+01,1.56152456530554873e+00,1.35186867001693292e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.09467209005247889e-04,8.11337858977803899e-10,5.09344312386480406e-04,8.11337858977803899e-10,-5.09344312386480406e-04,-4.57235254641992614e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
77,1.91500000000000000e+02,-5.84403541482040101e+00,8.56480475834083954e+00,-1.77412334611602986e+01,1.56266038562138765e+00,1.31839466183192969e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.88826401857750457e-04,8.00294387293600949e-10,4.88701816171321847e-04,8.00294387293600949e-10,-4.88701816171321847e-04,-4.38676253149399595e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
78,1.91000000000000000e+02,-5.88808185220075408e+00,8.54889909204256071e+00,-1.78212173599323584e+01,1.56378584152693501e+00,1.28537830602970777e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.68915936184268215e-04,7.88746657518324781e-10,4.68789830499453171e-04,7.88746657518324781e-10,-4.68789830499453171e-04,-4.20774126666047775e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
79,1.90500000000000000e+02,-5.93234327208110468e+00,8.53293311122752307e+00,-1.79016134515687533e+01,1.56490088706997055e+00,1.25286241131437130e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.49714207612425987e-04,7.76731300394978397e-10,4.49586754028484590e-04,7.76731300394978397e-10,-4.49586754028484590e-04,-4.03509482348099750e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
80,1.90000000000000000e+02,-5.97682099160583125e+00,8.51690619334010002e+00,-1.79824247704595024e+01,1.56600547560921854e+00,1.22089309615782985e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.31200097964697571e-04,7.64283482094929990e-10,4.31071471349104760e-04,7.64283482094929990e-10,-4.31071471349104760e-04,-3.86863360232091321e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
