backend_step_index,T,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,hopf_frequency,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system
58,2.01000000000000000e+02,-2.19659467554917320e+00,1.16914494840435772e+01,-1.34486666684913612e+01,1.54831089864663518e+00,7.72245261518113498e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.84208521324411710e-03,-8.83843020744057989e-11,3.84207603820301826e-03,-8.83843020744057989e-11,-3.84207603820301826e-03,-1.18710711338741509e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
59,2.00500000000000000e+02,-2.23705642964149298e+00,1.16762810358731439e+01,-1.35216266477330649e+01,1.54965584738197615e+00,7.50999743477851151e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.70014802151290680e-03,-8.30867085473575157e-11,3.70013940643938331e-03,-8.30867085473575157e-11,-3.70013940643938331e-03,-1.14334774622187776e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
60,2.00000000000000000e+02,-2.27777142807076860e+00,1.16610060971910521e+01,-1.35950060144363825e+01,1.55099116154258909e+00,7.29985149059984641e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.56262697529839819e-03,-7.80941636769998115e-11,3.56261888778215251e-03,-7.80941636769998115e-11,-3.56261888778215251e-03,-1.10097251318332025e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
61,1.99500000000000000e+02,-2.31874109778915871e+00,1.16456233240731226e+01,-1.36688078027772004e+01,1.55231680472949352e+00,7.09185662194493988e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.42941624208318229e-03,-7.33856128263491586e-11,3.42940865198818187e-03,-7.33856128263491586e-11,-3.42940865198818187e-03,-1.05994621316657660e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
62,1.99000000000000000e+02,-2.35996692380771922e+00,1.16301313573395575e+01,-1.37430351045427095e+01,1.55363273990448403e+00,6.88662003074275170e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.30041133897672478e-03,-6.89414425070547510e-11,3.30040421825326903e-03,-6.89414425070547510e-11,-3.30040421825326903e-03,-1.02023423150329902e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
63,1.98500000000000000e+02,-2.40145045072220809e+00,1.16145288195751100e+01,-1.38176910714510459e+01,1.55493892937095946e+00,6.68495954303239559e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.17550916599503800e-03,-6.47436235211903272e-11,3.17550248850896437e-03,-6.47436235211903272e-11,-3.17550248850896437e-03,-9.81802542618225244e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
64,1.98000000000000000e+02,-2.44319328443428274e+00,1.15988143120175557e+01,-1.38927789176444190e+01,1.55623533475384046e+00,6.48420532503863896e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.05460803607758612e-03,-6.07757332958189234e-11,3.05460177744984939e-03,-6.07757332958189234e-11,-3.05460177744984939e-03,-9.44617711893182993e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
65,1.97500000000000000e+02,-2.48519709408948897e+00,1.15829864112922909e+01,-1.39683019223770124e+01,1.55752191697848175e+00,6.28717782773659395e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.93760770199052654e-03,-5.70223573220784985e-11,2.93760183945052794e-03,-5.70223573220784985e-11,-2.93760183945052794e-03,-9.08646896789430734e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
66,1.97000000000000000e+02,-2.52746361422392729e+00,1.15670436659976943e+01,-1.40442634328919453e+01,1.55879863624857529e+00,6.09239461249037584e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.82440938030091397e-03,-5.34697235760831641e-11,2.82440389256354571e-03,-5.34697235760831641e-11,-2.82440389256354571e-03,-8.73857847277117517e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
67,1.96500000000000000e+02,-2.56999464716728987e+00,1.15509845930938972e+01,-1.41206668675339593e+01,1.56006545202286362e+00,5.90007123780841682e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.71491577256739031e-03,-5.01050372524701471e-11,2.71491063970648056e-03,-5.01050372524701471e-11,-2.71491063970648056e-03,-8.40218905616124407e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
68,1.96000000000000000e+02,-2.61279206569815559e+00,1.15348076740960135e+01,-1.41975157190956907e+01,1.56132232299064477e+00,5.71005756050641981e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.60903108387966313e-03,-4.69163833217295378e-11,2.60902628721619827e-03,-4.69163833217295378e-11,-2.60902628721619827e-03,-8.07699005531954499e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
69,1.95500000000000000e+02,-2.65585781597523685e+00,1.15185113510470671e+01,-1.42748135584214761e+01,1.56256920704595470e+00,5.52202957601303458e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.50666103890105629e-03,-4.38928588570794420e-11,2.50665656090018384e-03,-4.38928588570794420e-11,-2.50665656090018384e-03,-7.76267670826882297e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
70,1.95000000000000000e+02,-2.69919392076887243e+00,1.15020940222446111e+01,-1.43525640382938011e+01,1.56380606126031108e+00,5.33595902887384999e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.40771289553605439e-03,-4.10246961185176118e-11,2.40770871971405283e-03,-4.10246961185176118e-11,-2.40770871971405283e-03,-7.45895013464479097e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
71,1.94500000000000000e+02,-2.74280248302837126e+00,1.14855540376838494e+01,-1.44307708976387747e+01,1.56503284185386882e+00,5.15249801935168670e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.31209545634020273e-03,-3.83025767407372403e-11,2.31209156717724056e-03,-3.83025767407372403e-11,-2.31209156717724056e-03,-7.16551731163198079e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
72,1.94000000000000000e+02,-2.78668568978260778e+00,1.14688896942179781e+01,-1.45094379660489601e+01,1.56624950416494246e+00,4.97090743190512904e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.21971907782388123e-03,-3.57182265535438415e-11,2.21971546067917507e-03,-3.57182265535438415e-11,-2.21971546067917507e-03,-6.88209104533768642e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
73,1.93500000000000000e+02,-2.83084581643684885e+00,1.14520992303718430e+01,-1.45885691686867887e+01,1.56745600261765206e+00,4.79129633623214891e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.13049567771088312e-03,-3.32638527182974042e-11,2.13049231875113302e-03,-3.32638527182974042e-11,-2.13049231875113302e-03,-6.60838993791500119e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
74,1.93000000000000000e+02,-2.87528523146742154e+00,1.14351808208051366e+01,-1.46681685315714461e+01,1.56865229068762857e+00,4.61374899508062650e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.04433874031797070e-03,-3.09324860105382460e-11,2.04433562644392840e-03,-3.09324860105382460e-11,-2.04433562644392840e-03,-6.34413835074448622e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
75,1.92500000000000000e+02,-2.92000640157448244e+00,1.14181325703637260e+01,-1.47482401873099125e+01,1.56983832086552999e+00,4.43788960934276362e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.96116332010672122e-03,-2.87175253195492974e-11,1.96116043888850929e-03,-2.87175253195492974e-11,-1.96116043888850929e-03,-6.08906636395310677e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
76,1.92000000000000000e+02,-2.96501189730282277e+00,1.14009525077077480e+01,-1.48287883812827701e+01,1.57101404461827698e+00,4.26430763249132689e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.88088604354564519e-03,-2.66132469794316817e-11,1.88088338316495340e-03,-2.66132469794316817e-11,-1.88088338316495340e-03,-5.84290973254487640e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
77,1.91500000000000000e+02,-3.01030439920762038e+00,1.13836385784378287e+01,-1.49098174783627808e+01,1.57217941234768199e+00,4.09216322682668303e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.80342510935323089e-03,-2.46141143356087486e-11,1.80342265853847446e-03,-2.46141143356087486e-11,-1.80342265853847446e-03,-5.60540983938803152e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
78,1.91000000000000000e+02,-3.05588670456924927e+00,1.13661886377145311e+01,-1.49913319701703092e+01,1.57333437334639559e+00,3.92241922731493726e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.72870028721105171e-03,-2.27153545268293094e-11,1.72869803519255880e-03,-2.27153545268293094e-11,-1.72869803519255880e-03,-5.37631364530673228e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
79,1.90500000000000000e+02,-3.10176173474526662e+00,1.13486004422806950e+01,-1.50733364829554901e+01,1.57447887575079282e+00,3.75399132860671861e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.65663291505206939e-03,-2.09125246958784261e-11,1.65663085150589647e-03,-2.09125246958784261e-11,-1.65663085150589647e-03,-5.15537363649257456e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
80,1.90000000000000000e+02,-3.14793254318821658e+00,1.13308716418578790e+01,-1.51558357861351585e+01,1.57561286649062837e+00,3.58763709376542253e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.58714589497803145e-03,-1.92016204165709227e-11,1.58714400998097348e-03,-1.92016204165709227e-11,-1.58714400998097348e-03,-4.94234776945411407e-04,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
