T_K,p_Pa,F,log_w,w_m_s,log_n,log_q,n,q,s,converged,iterations,message,residual_norm
210.0,30000.0,1.0,-0.4052879864098511,0.6667847582568583,13.029456015655084,-11.102915057887436,455638.9577890446,1.5068334667718956e-05,1.5361491453314504,True,7,The solution converged.,2.134421832647356e-17
210.0,30000.0,1.0,-0.38032355079690117,0.6836401810996313,13.054296219801236,-11.077971438106072,467098.86649496044,1.544892033787393e-05,1.5362230787817641,True,7,The solution converged.,1.1321702631693597e-17
210.0,30000.0,1.0,-0.35535911518395125,0.7009216863860872,13.07913644533473,-11.053027811145672,478847.0169581315,1.5839118693765966e-05,1.5362970122674433,True,7,The solution converged.,2.4228611620944207e-17
210.0,30000.0,1.0,-0.3303946795710013,0.7186400449079476,13.103976692249285,-11.028084177008617,490890.6593433883,1.6239172531728804e-05,1.5363709457884773,True,7,The solution converged.,9.404255277551247e-18
210.0,30000.0,1.0,-0.3054302439580514,0.7368062997280775,13.128816960538627,-11.003140535697293,503237.2261857827,1.664933078069424e-05,1.5364448793448549,True,7,The solution converged.,4.3882510629539545e-17
210.0,30000.0,1.0,-0.2804658083451015,0.7554317730631347,13.153657250196481,-10.97819688721408,515894.3369780751,1.7069848657092333e-05,1.5365188129365654,True,7,The solution converged.,3.318590585524138e-17
210.0,30000.0,1.0,-0.25550137273215157,0.7745280733402022,13.178497561216577,-10.953253231561362,528869.8028736227,1.7500987823664086e-05,1.536592746563598,True,7,The solution converged.,1.3764462503134553e-17
210.0,30000.0,1.0,-0.23053693711920165,0.7941071024318036,13.203337893592643,-10.928309568741517,542171.63150757,1.794301655228568e-05,1.5366666802259414,True,7,The solution converged.,2.192321188799553e-17
210.0,30000.0,1.0,-0.20557250150625173,0.814181063073809,13.228178247318416,-10.903365898756924,555808.0319393281,1.8396209890905235e-05,1.536740613923585,True,7,The solution converged.,1.0351465721293822e-17
210.0,30000.0,1.0,-0.1806080658933018,0.8347624664708568,13.25301862238763,-10.878422221609961,569787.4197193707,1.886084983469644e-05,1.5368145476565178,True,7,The solution converged.,1.6780388704280238e-17
